,ST,CB,PB,GO,CA,RETURN,VOLAT
83,20,40,0,40,0,13.31294597349644,34.39786480686256
84,20,40,20,0,20,1.4554916931171569,33.80416004274612
85,20,40,20,20,0,6.83284693030604,21.210037245867298
86,20,40,40,0,0,2.007450572806573,56.88533700634293
87,20,60,0,0,20,2.4173222332544175,34.887498442669276
88,20,60,0,20,0,9.368435793306272,17.241385244974907
89,20,60,20,0,0,2.890054509924931,14.53778578512201
90,20,80,0,0,0,4.38692044126676,27.41930849522898
91,40,0,0,0,60,0.09287241099727547,14.221781309707518
92,40,0,0,20,40,5.7155845766004125,38.16812452965619
93,40,0,0,40,20,10.646825345520847,46.4203284992923
94,40,0,0,60,0,15.00675980171251,16.82464615109442
95,40,0,20,0,40,0.9147071500407026,27.590044614007663
96,40,0,20,20,20,5.493883099229723,46.72305316499967
97,40,0,20,40,0,9.604884130874074,15.872324433072377
98,40,0,40,0,20,1.4766210073276684,53.7459466755818
99,40,0,40,20,0,5.339091459954412,41.536635131952806
100,40,0,60,0,0,1.8850846808584578,35.88871717712572
101,40,20,0,0,40,1.534402765563875,56.29886483935624
102,40,20,0,20,20,7.2097298826191505,65.39898372945372
103,40,20,0,40,0,12.169718813770434,49.99575811714875
104,40,20,20,0,20,2.0981590583393577,60.0006702318586
105,40,20,20,20,0,6.71188323938934,49.689911709535444
106,40,20,40,0,0,2.4801709612460408,56.653607044860635
107,40,40,0,0,20,3.060571535592221,56.57413452161809
108,40,40,0,20,0,8.785540978366688,42.59477321294192
109,40,40,20,0,0,3.3374288508312207,32.99750562121388
110,40,60,0,0,0,4.679058399794185,22.076690042430553
111,60,0,0,0,40,2.1981842766080835,49.41489989695175
112,60,0,0,20,20,7.02940141485968,74.77295558515448
113,60,0,0,40,0,11.33341746303073,26.32664827210088
114,60,0,20,0,20,2.579705176551263,63.1355952633321
115,60,0,20,20,0,6.619775739041808,51.259857712993
116,60,0,40,0,0,2.851430300918084,6.689569570999406
117,60,20,0,0,20,3.5051600812943806,90.9179586344917
118,60,20,0,20,0,8.37203526636037,77.85874746180083
119,60,20,20,0,0,3.670336638859438,66.06126664891929
120,60,40,0,0,0,4.8786759232945185,55.68690500489686
121,80,0,0,0,20,3.830808802515009,77.72066660221006
122,80,0,0,20,0,8.06344938252866,63.9787532934589
123,80,0,20,0,0,3.927726726377408,48.68662671263454
124,80,20,0,0,0,5.023716615650651,80.9944447576871
125,100,0,0,0,0,5.133871216403721,7.8782463497579265
